household_ID,poor_stat,num_rooms,bathroom,refrig,no_elect,no_toilet,comp,dep_rate,tv,mobile,num_hh,urban,mean_educ,num_children,num_adults,num_elderly,disabled,mar_stat,age
1155caebd,0,5,1,1,0,0,0,0.3333333333333333,0,1,4,1,15,1,3,0,0,0,53
b2654c83b,0,4,1,1,0,0,1,0,0,1,2,1,11,0,2,0,0,0,53
618989468,1,5,1,1,0,0,0,0.5,0,1,2,1,8.5,0,2,1,0,0,70
a91262586,1,5,1,1,0,0,0,3,0,1,4,1,16,3,1,0,0,0,22
fc6b3afe2,0,6,1,1,0,0,0,0.25,1,1,5,1,10.5,1,4,0,0,0,58
c16f47ffd,1,5,1,1,0,0,0,0.3333333333333333,0,1,3,1,7,0,3,1,0,0,72
b9697ab39,0,5,1,1,0,0,1,0,0,1,2,1,12.5,0,2,0,0,0,58
22c07bc01,0,7,1,1,0,0,0,0.6666666666666666,0,1,3,1,10.666667,0,3,2,0,0,79
8161a5155,0,4,1,1,0,0,0,0,1,1,1,1,15,0,1,0,0,0,32
6d5151176,0,9,1,1,0,0,0,0,1,1,2,1,12.5,0,2,0,0,0,63
d8adfc461,1,6,1,1,0,0,0,2.5,0,1,7,1,7.5,5,2,0,0,0,56
aeae8f68c,0,6,1,1,0,0,1,0.5,0,1,3,1,14,1,2,0,0,0,25
5d11ffa46,0,6,1,1,0,0,0,0.5,0,1,3,1,16.5,1,2,0,0,0,42
52e4f45a1,1,5,1,1,0,0,0,2,0,1,2,1,4,1,1,1,1,1,65
7a8b4fe2e,0,6,1,1,0,0,0,1,1,0,1,1,6,0,1,1,0,0,65
5e9329fc6,0,4,1,1,0,0,0,0.5,0,1,3,1,0,1,2,0,0,0,44
25530ebd8,0,6,1,1,0,0,0,0.6666666666666666,0,1,3,1,5.6666665,0,3,2,0,0,67
fdfb72694,0,5,1,1,0,0,0,1,0,0,1,1,2,0,1,1,0,0,78
442095a08,0,4,1,1,0,0,0,2,0,1,3,1,10,2,1,0,0,0,42
4d99b90ad,0,6,1,1,0,0,0,0,0,1,1,1,10,0,1,0,0,0,62
d7d0e7048,0,4,1,1,0,0,0,1,1,1,4,1,12,2,2,0,0,0,34
dbb200486,0,3,1,1,0,0,0,0,1,1,3,1,8.666667,0,3,0,0,0,49
07f016cb5,0,5,1,1,0,0,1,0.5,1,1,3,1,12,1,2,0,0,0,46
b7e3dc5e0,0,6,1,1,0,0,0,0,1,1,3,1,8,0,3,0,0,0,62
994d29e9e,0,4,1,1,0,0,0,1.5,0,1,5,1,7.5,3,2,0,1,1,52
fb3b48508,0,7,1,1,0,0,0,0,1,1,3,1,8.333333,0,3,0,0,0,56
14d8dac3d,0,4,1,1,0,0,0,0,0,1,3,1,10.333333,0,3,0,0,0,26
390dafa00,0,5,1,1,0,0,0,1,0,1,2,1,8.5,0,2,2,0,0,76
efc6b2628,0,5,1,1,0,0,1,0,0,1,3,1,13,0,3,0,0,0,49
9f6b2b309,0,4,1,1,0,0,0,0,0,1,1,1,4,0,1,0,0,0,27
0bc237322,0,6,1,1,0,0,0,0.6666666666666666,1,1,5,1,9.666667,2,3,0,0,0,45
75226a178,1,4,1,1,0,0,0,0,0,0,1,1,8,0,1,0,1,1,57
ba2fb3ec5,0,4,1,1,0,0,0,0.3333333333333333,0,1,4,1,8.666667,1,3,0,0,0,47
1637ac45b,0,7,1,1,0,0,0,1,0,1,1,1,3,0,1,1,0,0,67
9154676d4,0,4,1,1,0,0,0,1,1,1,2,1,14,1,1,0,0,0,34
c635d504b,0,6,1,1,0,0,1,0,0,1,3,1,12.666667,0,3,0,0,0,56
be4139260,0,6,1,1,0,0,1,0.25,0,1,5,1,9,1,4,0,0,0,53
d5da18521,0,1,1,1,0,0,0,0.25,1,1,5,1,10.25,1,4,0,1,1,48
29024a31c,1,5,1,1,0,0,0,1,0,1,4,1,6,2,2,0,0,0,26
622e12fd2,1,6,1,1,0,0,0,1.5,0,1,5,1,6,3,2,0,0,0,33
d81e80253,0,6,1,1,0,0,0,1.5,0,1,5,1,8,3,2,0,0,0,37
d7d1cc565,0,4,1,1,0,0,0,0,0,1,2,1,4.5,0,2,0,0,0,61
0194d569d,0,5,1,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,53
540b19e52,0,3,1,0,0,0,0,0.5,0,1,3,1,6,1,2,0,0,0,39
58d5725f2,0,4,1,1,0,0,1,0,0,1,1,1,9,0,1,0,0,0,29
2a2d37b13,1,3,1,1,0,0,0,3,0,0,4,1,0,3,1,0,0,0,27
dd7fc4033,0,6,1,1,0,0,0,1.3333333333333333,1,1,7,1,13.666667000000002,4,3,0,0,0,36
c5fd2a561,0,6,1,1,0,0,0,1,0,1,4,1,14,2,2,0,0,0,38
d201f3abf,0,5,1,1,0,0,0,1,1,1,6,1,11,3,3,0,0,0,49
4372c57a8,0,4,1,1,0,0,0,1,0,1,2,1,14,1,1,0,0,0,25
3703d59a5,0,8,1,1,0,0,0,0.5,0,1,2,1,5,0,2,1,1,1,72
b171f908d,0,7,1,1,0,0,1,0,1,1,2,1,10.5,0,2,0,0,0,54
79ba1148c,0,7,1,1,0,0,0,0,1,1,3,1,12,0,3,0,0,0,59
93d9d32cb,0,8,1,1,0,0,1,0.16666666666666666,1,1,6,1,11.666667,0,6,1,0,0,48
3fa22e417,1,7,1,1,0,0,0,2,1,1,2,1,6,1,1,1,0,0,65
8a9ba8a12,1,7,1,1,0,0,0,0.3333333333333333,1,1,4,1,8.333333,1,3,0,0,0,64
e65d4b943,0,5,1,1,0,0,0,1.5,1,1,5,1,15,3,2,0,0,0,39
4cb12136f,0,6,1,1,0,0,0,0.3333333333333333,1,1,4,1,11.666667,1,3,0,0,0,54
a3f712e18,1,5,1,1,0,0,0,0.6666666666666666,0,1,5,1,5,2,3,0,1,1,55
acb742b21,0,3,1,1,0,0,0,1,0,0,1,1,2,0,1,1,0,0,74
00e3e05c5,0,5,1,1,0,0,0,0.5,0,1,3,1,8,1,2,0,0,0,36
735ff54de,0,3,1,1,0,0,0,1,1,1,2,1,1,1,1,0,0,0,37
2c45c7a74,0,7,1,1,0,0,0,0.5,0,1,2,1,9,0,2,1,0,0,64
4bbbe109f,0,7,1,1,0,0,1,0.25,1,1,5,1,15.75,1,4,0,0,0,51
42ec8bef5,0,5,1,1,0,0,0,0.3333333333333333,1,1,3,1,6.3333335,0,3,1,1,1,49
f2a4cd356,1,5,1,1,0,0,0,4,0,1,10,1,11,8,2,0,0,0,39
696d7454d,0,5,1,1,0,0,0,0.25,0,1,5,1,12,1,4,0,0,0,56
6bcf799cf,1,6,1,1,0,0,0,0.6666666666666666,1,1,4,1,3.3333333,1,3,1,0,0,68
9af114a10,0,9,1,1,0,0,1,1,1,1,6,1,7.75,2,4,2,0,0,70
6fcec66ab,0,8,1,1,0,0,1,1,0,1,4,1,15.5,2,2,0,0,0,36
825fdfb7f,0,6,1,1,0,0,0,0.6666666666666666,0,1,3,1,6.3333335,0,3,2,0,0,56
ba72fdadb,0,6,1,1,0,0,1,1,1,1,4,1,13,2,2,0,0,0,61
909b1a1c6,0,5,1,1,0,0,0,0.3333333333333333,0,1,4,1,7,1,3,0,0,0,56
948fd472c,0,5,1,1,0,0,0,0,1,1,3,1,10,0,3,0,0,0,64
d83d94ba0,0,6,1,1,0,0,0,0.2857142857142857,1,1,7,1,5.5714288,0,7,2,0,0,69
2bcb89772,0,5,1,1,0,0,0,0.5,0,1,3,1,15.5,1,2,0,0,0,43
0fc6c05f7,0,8,1,1,0,0,0,1,1,1,10,1,14.5,4,6,2,0,0,67
152f6d7d2,1,6,1,1,0,0,0,0,1,1,3,1,12.333333,0,3,0,0,0,62
f6cf0248b,0,5,1,1,0,0,0,0.25,0,1,5,1,12.75,1,4,0,0,0,60
3e8c1088d,0,5,1,1,0,0,1,0,0,1,4,1,12,0,4,0,0,0,48
efe685865,0,3,1,1,0,0,0,0,0,1,1,1,8,0,1,0,0,0,43
bd01e4f7b,1,5,1,1,0,0,0,0,0,1,2,1,6,0,2,0,0,0,53
dd7adf3ea,0,5,1,1,0,0,0,0,0,1,1,1,14,0,1,0,1,1,42
5cd0007f1,0,6,1,1,0,0,0,1,0,1,6,1,7.333333500000001,3,3,0,0,0,39
29414e990,0,5,1,1,0,0,0,1,0,1,1,1,17,0,1,1,0,0,69
d4bde2420,0,7,1,1,0,0,0,0,1,1,3,1,14,0,3,0,0,0,63
82e953229,1,4,1,1,0,0,0,3,0,1,4,1,11,3,1,0,0,0,38
4fbe198b3,1,4,1,1,0,0,0,0,1,1,4,1,9,0,4,0,0,0,55
600bfd396,0,7,1,1,0,0,0,0,0,1,2,1,8,0,2,0,0,0,53
7dd7d90d5,0,5,1,1,0,0,0,0,1,1,2,1,7.5,0,2,0,0,0,45
4a42abb16,0,3,1,1,0,0,0,0,0,1,1,1,6,0,1,0,0,0,31
77ed86026,0,4,1,1,0,0,0,0.5,1,1,3,1,11,1,2,0,0,0,38
e9402e872,1,4,1,0,0,0,0,0.3333333333333333,0,1,3,1,1,0,3,1,1,1,75
eb29961ee,0,5,1,1,0,0,0,0,1,1,3,1,10.333333,0,3,0,0,0,58
6cf3ac6a5,0,5,1,1,0,0,0,1,1,1,2,1,6,0,2,2,0,0,78
3bf162043,0,5,1,1,0,0,0,0.3333333333333333,1,1,4,1,9,1,3,0,0,0,48
7db6d3d50,0,8,1,1,0,0,1,0.5,1,1,3,1,19,1,2,0,0,0,38
d3643ece8,0,8,1,1,0,0,0,1,1,0,1,1,9,0,1,1,0,0,70
e2cd5a994,0,4,1,1,0,0,0,0.25,1,1,5,1,6.75,1,4,0,1,1,38
4755f1425,0,4,1,1,0,0,0,1,1,1,3,1,11,1,2,1,0,0,70
80ba19325,0,6,1,1,0,0,0,1.3333333333333333,0,1,5,1,7,2,3,2,0,0,68
94880c0a8,0,6,1,1,0,0,0,0,0,1,2,1,10,0,2,0,0,0,61
26b3a0f41,0,2,1,1,0,0,0,2,0,1,3,1,6,2,1,0,0,0,33
4170a5efe,1,5,1,0,0,0,0,1,0,1,4,1,4,2,2,0,1,1,44
1e5ea3ddd,0,6,1,1,0,0,0,0,0,1,4,1,7,0,4,0,0,0,64
145a13752,0,5,1,1,0,0,0,0.5,0,1,3,1,12.5,1,2,0,0,0,56
f9ee51f96,0,6,1,1,0,0,0,1,0,1,1,1,15,0,1,1,0,0,68
3d4ad0ad9,0,5,1,1,0,0,0,0,0,1,3,1,14.333332999999998,0,3,0,0,0,35
c2b337419,0,6,1,1,0,0,0,0,1,1,2,1,14.5,0,2,0,0,0,60
a14df34a0,1,5,1,1,0,0,0,0.6666666666666666,0,1,3,1,2.6666667,0,3,2,0,0,87
5fd366113,0,3,1,1,0,0,0,0.6666666666666666,1,1,5,1,5.3333335,2,3,0,0,0,42
d792573bf,0,5,1,1,0,0,0,0,1,1,2,1,15.5,0,2,0,0,0,27
291179879,0,5,1,1,0,0,0,1,1,1,4,1,20,2,2,0,0,0,41
25253f32b,0,7,1,1,0,0,0,0.6666666666666666,1,1,5,1,11.666667,2,3,0,0,0,58
3382f6f0e,0,5,1,1,0,0,1,1,0,1,2,1,15,1,1,0,0,0,37
95580bcd5,0,6,1,1,0,0,0,1,0,1,2,1,6,1,1,0,0,0,32
3846bd978,0,3,1,1,0,0,0,0,0,1,1,1,16,0,1,0,0,0,47
6a412c630,0,6,1,1,0,0,1,0,0,1,2,1,17,0,2,0,0,0,34
e79405ae7,0,4,1,1,0,0,0,0,0,1,1,1,15,0,1,0,0,0,40
0664cd4f0,0,6,1,1,0,0,1,1.5,1,1,5,1,20.5,3,2,0,0,0,44
42ac10fd9,0,8,1,1,0,0,0,0.2,1,1,6,1,11.2,1,5,0,0,0,56
115a8eca4,0,7,1,1,0,0,0,0.25,1,1,5,1,11.75,1,4,0,0,0,53
78c298aee,1,4,1,1,0,0,0,0.5,1,1,5,1,2.75,1,4,1,0,0,73
747175bf7,0,5,1,1,0,0,0,0.6666666666666666,0,1,5,1,9.666667,2,3,0,0,0,42
d777f2dfd,0,5,1,1,0,0,0,1,1,1,2,1,17,1,1,0,0,0,44
f56d79fed,0,5,1,1,0,0,0,0,0,1,3,1,9,0,3,0,0,0,47
dd88852ca,1,2,1,1,0,0,0,0.5,0,1,2,1,7,0,2,1,0,0,66
a5525a4b2,0,10,1,1,0,0,0,2,0,1,6,1,17,4,2,0,0,0,49
3b7716c5f,0,6,1,1,0,0,0,1.5,0,1,5,1,9.5,3,2,0,0,0,55
315908be1,0,5,1,1,0,0,0,0,0,1,3,1,15.333332999999998,0,3,0,0,0,48
4702e641c,0,5,1,1,0,0,0,0.5,0,1,3,1,13,1,2,0,0,0,29
4e2eabe00,1,5,1,1,0,0,0,3,0,1,4,1,6,3,1,0,0,0,34
46425215a,0,5,1,1,0,0,0,1,0,0,2,1,6,0,2,2,0,0,76
e54fa994b,0,3,1,1,0,0,0,0.5,1,1,3,1,6,1,2,0,0,0,42
b58357e90,0,7,1,1,0,0,0,0.5,1,1,4,1,8.75,0,4,2,1,1,67
3a4ad557e,0,6,1,1,0,0,0,0,0,1,3,1,14.666667000000002,0,3,0,0,0,43
6809ca0f1,1,3,1,1,0,0,0,0,0,1,2,1,6,0,2,0,0,0,62
9e9e41cb4,0,4,1,1,0,0,0,0,1,1,3,1,8.333333,0,3,0,0,0,53
bc215c1ec,0,2,0,1,0,1,0,2,0,1,3,1,11,2,1,0,0,0,26
7e9fd4c6e,1,5,1,1,0,0,0,3,0,1,4,1,12,3,1,0,0,0,49
0b3d5369b,1,4,1,1,0,0,0,1.5,0,1,5,1,3.5,3,2,0,0,0,31
461accab6,0,4,1,1,0,0,0,0.5,0,1,3,1,10,1,2,0,0,0,29
966c23f9a,0,7,1,1,0,0,0,0.5,1,1,4,1,5.5,0,4,2,0,0,92
673b6107c,0,4,1,1,0,0,0,0,1,1,3,1,9.333333,0,3,0,0,0,56
648d9b6c5,0,2,1,1,0,0,1,0,0,1,1,1,13,0,1,0,0,0,41
7bb55c581,0,4,1,1,0,0,0,0,0,1,2,1,6,0,2,0,0,0,54
985354fbc,0,8,1,1,0,0,0,0,0,1,3,1,13,0,3,0,0,0,49
d46a1d9b3,1,8,1,1,0,0,1,0.25,1,1,4,1,12,0,4,1,0,0,66
ab16a281b,0,7,1,1,0,0,1,1,0,1,4,1,17.5,2,2,0,1,1,56
4b8aa5bc7,0,3,1,1,0,0,0,0.5,0,1,3,1,15,1,2,0,0,0,28
c51c2d113,0,4,1,1,0,0,0,0.5,0,1,2,1,3,0,2,1,0,0,71
006031de3,0,4,1,1,0,0,0,1,0,1,4,1,15.5,2,2,0,0,0,39
a513cbcee,0,4,1,1,0,0,0,0.3333333333333333,0,1,4,1,5,1,3,0,0,0,51
95834adcd,0,5,1,1,0,0,0,0,0,1,1,1,12,0,1,0,0,0,43
31bcba4b9,1,5,1,0,0,0,0,5,0,1,6,1,11,5,1,0,0,0,32
deb0479b9,0,3,1,0,0,0,0,0,0,1,1,1,8,0,1,0,0,0,46
e6543d334,0,5,1,1,0,0,0,1,0,1,6,1,12,3,3,0,0,0,44
a468fcd2a,0,5,1,0,1,0,0,1,0,1,4,1,4,2,2,0,0,0,40
606504094,0,5,1,1,0,0,0,1,0,1,3,1,7,1,2,1,0,0,76
efee7003c,1,5,1,1,0,0,0,1,1,1,3,1,5.6666665,0,3,3,0,0,95
d53951685,0,3,1,1,0,0,0,0,0,1,2,1,6,0,2,0,1,1,48
85b8c5fbf,0,6,1,0,0,0,0,0,0,1,2,1,11,0,2,0,0,0,21
cd7c2ef1d,0,10,1,1,0,0,0,0.2857142857142857,1,1,8,1,9,1,7,1,0,0,47
4dce6cdee,0,5,1,1,0,0,0,1,0,1,2,1,11,1,1,0,0,0,44
d9232244d,1,4,1,1,0,0,0,1,0,1,6,1,6.666666499999999,3,3,0,0,0,45
42cc0c9e7,0,5,1,1,0,0,0,0.2,0,1,5,1,9.6000004,0,5,1,0,0,74
997e2bcf2,0,6,1,1,0,0,0,0.2,0,1,6,1,8.3999996,1,5,0,0,0,52
b38df3ba5,1,5,1,1,0,0,0,1.5,0,1,5,1,10,3,2,0,0,0,43
09b3b7300,0,6,1,1,0,0,0,0,1,1,4,1,10.5,0,4,0,0,0,58
5ba883543,0,4,1,1,0,0,0,0.5,0,1,3,1,7,1,2,0,0,0,56
7c00e749a,0,7,1,1,0,0,0,0.3333333333333333,1,1,4,1,12.333333,1,3,0,0,0,57
523efe0aa,0,5,1,1,0,0,0,0,0,1,1,1,16,0,1,0,0,0,62
41f9a5a21,0,5,1,1,0,0,0,1,0,1,6,1,9.333333,3,3,0,0,0,41
aaa5d14bb,0,5,1,1,0,0,0,0.6666666666666666,0,1,5,1,9.666667,2,3,0,0,0,49
fdff0dc28,0,5,1,1,0,0,0,1,0,1,2,1,25,1,1,0,0,0,54
3b6773ca5,0,5,1,1,0,0,1,0,1,1,4,1,7,0,4,0,0,0,52
7b1c24619,0,4,1,1,0,0,0,1,1,0,2,1,6,0,2,2,0,0,80
d8a76ba18,1,5,1,1,0,0,0,3,0,1,4,1,10,3,1,0,0,0,33
02a3da971,1,5,1,1,0,0,0,0.5,0,1,2,1,6,0,2,1,0,0,72
4dc11e11f,1,3,1,1,0,0,0,2,0,1,3,1,11,2,1,0,1,1,39
72524240f,0,4,1,1,0,0,0,0,0,1,2,1,14,0,2,0,0,0,57
697ae00b2,1,7,1,1,0,0,0,1.3333333333333333,1,1,7,1,6.666666499999999,4,3,0,0,0,44
8ae70fe13,0,5,1,1,0,0,0,0.5,1,1,3,1,7.5,1,2,0,0,0,34
88d649447,0,5,1,1,0,0,0,0,0,1,3,1,6.666666499999999,0,3,0,0,0,47
72c73d9a6,0,5,1,1,0,0,0,0,1,1,1,1,15,0,1,0,0,0,53
04b0f3f3a,0,7,1,1,0,0,1,0,0,1,3,1,9.333333,0,3,0,0,0,52
a935aa4c7,0,5,1,1,0,0,0,1,0,1,4,1,16.5,2,2,0,0,0,45
1e1770683,0,4,1,1,0,0,1,1,0,1,4,1,13,2,2,0,0,0,57
cd661cbbb,0,5,1,1,0,0,0,0,1,1,1,1,19,0,1,0,0,0,59
e045ad798,0,6,1,1,0,0,1,1,1,1,2,1,7.5,0,2,2,0,0,78
95b2cc9c6,0,6,1,1,0,0,0,1,0,1,2,1,3,0,2,2,0,0,80
31792456d,1,6,1,1,0,0,0,0.5,1,1,2,1,4,0,2,1,0,0,94
5ac44d68e,1,3,1,1,0,0,0,1,0,0,2,1,6,0,2,2,1,1,71
873003a26,1,3,1,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,83
1f89d80f0,0,5,1,1,0,0,0,2.5,0,1,7,1,11.5,5,2,0,0,0,32
737e34ec5,1,4,1,1,0,0,0,0.5,0,1,3,1,10,1,2,0,0,0,30
594d3eb27,1,5,1,1,0,0,0,1.3333333333333333,0,1,6,1,7.666666499999999,3,3,1,0,0,68
bb32e4d10,0,3,1,1,0,0,0,1,0,0,2,1,6,0,2,2,0,0,79
2bdd1ff0e,0,6,1,1,0,0,0,0.5,0,1,2,1,15,0,2,1,0,0,64
f02c34403,0,6,1,1,0,0,0,0,0,1,2,1,7.5,0,2,0,0,0,64
137289c27,0,4,1,1,0,0,0,0,0,1,2,1,9,0,2,0,0,0,54
f8bcb17ef,0,7,1,1,0,0,0,0,0,1,5,1,8.199999799999999,0,5,0,0,0,53
009ae1cec,1,4,1,1,0,0,0,2,0,1,3,1,11,2,1,0,0,0,34
8230d4e9c,1,4,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,54
f4e7c6193,0,4,1,1,0,0,0,1,0,1,2,1,6,1,1,0,1,1,52
3c3b1ee5f,1,4,1,1,0,0,0,0.6666666666666666,0,1,5,1,8.666667,2,3,0,0,0,44
37f048484,1,5,1,1,0,0,0,0.6666666666666666,0,1,5,1,9.333333,2,3,0,0,0,55
07d417b1c,0,6,1,1,0,0,0,0.6666666666666666,1,1,5,1,8.333333,2,3,0,0,0,53
6dadee391,0,3,1,1,0,0,0,1.5,0,1,5,1,11,3,2,0,1,1,47
f95f4c3a5,1,4,1,1,0,0,0,1,0,1,6,1,10,3,3,0,0,0,57
288bdeaaf,0,5,1,1,0,0,0,1,1,1,4,1,11,2,2,0,0,0,37
3be2a6174,1,4,1,1,0,0,0,0,0,0,2,1,3,0,2,0,0,0,52
d9b1558b5,1,7,1,1,0,0,0,0.6666666666666666,0,1,4,1,5,1,3,1,0,0,43
2b53fd116,0,5,1,1,0,0,0,1.3333333333333333,0,1,5,1,14.666667000000002,2,3,2,0,0,71
743853648,1,6,1,1,0,0,0,0.25,1,1,4,1,4.25,0,4,1,0,0,78
70604be7e,1,5,1,1,0,0,0,1.5,1,1,5,1,9,3,2,0,0,0,38
a31293bf8,0,5,1,1,0,0,0,0.3333333333333333,0,1,3,1,2.6666667,0,3,1,1,1,68
e05d34c01,1,5,1,1,0,0,0,0,0,0,2,1,10,0,2,0,0,0,63
b9b0f3bbb,1,4,1,1,0,0,0,0.5,0,1,3,1,12,1,2,0,0,0,52
b1f5e27aa,0,5,1,1,0,0,0,0,0,1,4,1,9,0,4,0,0,0,56
d51b6591e,0,4,1,1,0,0,0,0,0,1,2,1,10,0,2,0,0,0,23
ec7b03688,1,6,1,1,0,0,0,1.5,1,1,5,1,11,3,2,0,0,0,42
f52604832,0,6,1,1,0,0,0,0.5,0,1,2,1,4,0,2,1,0,0,50
9e7985101,1,6,1,1,0,0,0,0.6,0,1,6,1,4.1999998,1,5,2,0,0,86
3677f0ac3,0,5,1,1,0,0,0,0,1,1,4,1,5.5,0,4,0,0,0,58
ed7feb934,0,5,1,1,0,0,0,0.5,1,1,3,1,9,1,2,0,0,0,53
1f3223216,0,6,1,1,0,0,0,0,1,1,3,1,9.666667,0,3,0,0,0,64
7ea6aca15,0,5,1,1,0,0,0,0.6666666666666666,1,1,5,1,6.666666499999999,2,3,0,0,0,58
1cc16daff,1,4,1,1,0,0,0,0.5,1,1,3,1,9.5,1,2,0,0,0,47
66b058550,0,4,1,1,0,0,0,1,0,1,2,1,6,1,1,0,0,0,47
6d3e055bd,0,5,1,1,0,0,0,1,0,1,4,1,12.5,2,2,0,0,0,32
f8c706c9d,1,6,1,1,0,0,0,0.75,1,1,7,1,9,3,4,0,0,0,43
4f6b5a04b,0,5,1,1,0,0,0,0,0,1,1,1,11,0,1,0,0,0,39
f8c962870,0,1,1,1,0,0,0,0,0,1,2,1,4,0,2,0,0,0,46
5355e1b56,1,1,1,0,0,0,0,2,0,1,3,1,5,2,1,0,0,0,26
55fc818da,1,4,1,1,0,0,0,1,1,1,4,1,9.5,2,2,0,0,0,30
02f34e26c,1,6,1,1,0,0,0,0.5,0,1,6,1,8,2,4,0,0,0,50
64fd7f409,0,2,1,1,0,0,0,0.5,0,1,3,1,15.5,1,2,0,0,0,21
812586b34,0,8,1,1,0,0,0,0.5,0,1,5,1,14.25,1,4,1,0,0,67
9586c0449,0,6,1,1,0,0,0,1,1,1,4,1,6,2,2,0,0,0,40
093f0c2c3,0,6,1,1,0,0,0,1,0,1,4,1,15.5,2,2,0,0,0,41
2e05b1a47,0,5,1,1,0,0,0,0,0,1,2,1,16,0,2,0,0,0,43
d285b3a88,0,2,1,1,0,0,0,1,0,1,1,1,9,0,1,1,0,0,72
5420b0f75,0,6,1,1,0,0,0,1,1,1,2,1,15,0,2,2,0,0,74
6464d6def,1,6,1,1,0,0,0,0.6666666666666666,1,1,5,1,10.333333,2,3,0,0,0,59
0aed192d8,0,6,1,1,0,0,1,0,1,1,1,1,14,0,1,0,0,0,64
554540bbf,0,4,1,1,0,0,0,0.5,1,1,6,1,12,2,4,0,0,0,49
749b787e4,0,6,1,1,0,0,0,0,0,1,2,1,15.5,0,2,0,0,0,39
b08cc5c0c,0,5,1,1,0,0,0,0.25,0,1,4,1,15.5,0,4,1,0,0,68
51cf8548a,0,6,1,1,0,0,0,0,1,1,2,1,13.5,0,2,0,0,0,47
28a5d39b6,0,4,1,1,0,0,0,0.3333333333333333,1,1,4,1,4.6666665,1,3,0,0,0,34
c79b95e2f,1,5,1,1,0,0,1,1,1,1,4,1,10.5,2,2,0,0,0,62
65f034c1e,0,5,1,1,0,0,0,0.5,0,1,3,1,10,1,2,0,0,0,38
14d043e9d,0,4,1,1,0,0,0,1,0,0,1,1,3,0,1,1,1,1,88
d55c3fb02,0,6,1,1,0,0,1,0,0,1,3,1,14.666667000000002,0,3,0,0,0,63
3820818b8,1,9,1,1,0,0,0,2,0,1,5,1,8,3,2,1,1,1,72
2531162c2,0,6,1,1,0,0,0,0.5,0,1,3,1,23.5,1,2,0,0,0,52
bcea62f3c,0,6,1,1,0,0,0,0.6666666666666666,1,1,4,1,14,1,3,1,0,0,46
4e8cacd26,0,5,1,1,0,0,1,0.5,0,1,3,1,20,1,2,0,0,0,45
a02467d76,0,4,1,1,0,0,0,0.5,0,1,3,1,11.5,1,2,0,0,0,51
cc965307b,0,8,1,1,0,0,0,0.6666666666666666,0,1,3,1,11,0,3,2,0,0,77
8348c84f2,0,3,1,1,0,0,0,0.3333333333333333,0,1,3,1,5,0,3,1,0,0,62
1589bf60b,0,5,1,1,0,0,0,0.5,0,1,3,1,16,1,2,0,0,0,37
30d90a3b6,0,5,1,1,0,0,0,2,0,1,3,1,8,2,1,0,0,0,38
a5581e42c,0,4,1,1,0,0,0,0,0,1,3,1,6,0,3,0,0,0,58
5a638a8aa,0,5,1,1,0,0,0,0.6666666666666666,0,1,3,1,8.333333,0,3,2,0,0,78
07102d194,0,8,1,1,0,0,1,0,1,1,5,1,11,0,5,0,0,0,57
85595a252,0,6,1,1,0,0,1,1,0,1,4,1,12.5,2,2,0,0,0,34
1796b4b00,0,5,1,1,0,0,0,0.3333333333333333,0,1,3,1,9,0,3,1,0,0,72
22b2fe14f,0,5,1,1,0,0,0,1,1,1,4,1,15,2,2,0,0,0,64
a3c05ddfa,0,7,1,1,0,0,1,0.2,0,1,6,1,8.199999799999999,1,5,0,0,0,59
91841f37e,1,5,1,1,0,0,0,1,0,1,5,1,5.3333335,2,3,1,1,1,70
3792155ed,0,7,1,1,0,0,0,0.25,0,1,4,1,5.75,0,4,1,0,0,81
d70fbc9eb,0,8,1,1,0,0,0,0.3333333333333333,1,1,4,1,15.666667000000002,1,3,0,0,0,54
ef36375da,0,5,1,1,0,0,0,0,0,1,2,1,14.5,0,2,0,0,0,33
256dfbc43,0,6,1,1,0,0,0,0.5,1,1,3,1,19,1,2,0,0,0,57
f9ddcc4b3,0,6,1,1,0,0,1,0.5,0,1,3,1,17,1,2,0,0,0,40
58124a6b5,0,3,1,0,0,0,0,1,0,1,4,1,13.5,2,2,0,0,0,51
fef969ad9,0,2,1,0,0,0,0,0,0,1,1,1,11,0,1,0,0,0,21
d65d5aa0a,1,3,1,1,0,0,0,0.5,0,1,3,1,13.5,1,2,0,0,0,57
58064575d,1,2,1,0,0,0,0,1,0,1,2,1,3,1,1,0,0,0,25
6ec9aa122,1,3,1,1,0,0,0,1,0,1,2,1,22,1,1,0,1,1,59
98ba48b75,0,4,1,1,0,0,0,0,0,1,3,1,9.666667,0,3,0,0,0,57
1696eea1a,0,7,1,1,0,0,0,1.3333333333333333,1,1,7,1,12,4,3,0,0,0,25
1951da6c2,0,5,1,1,0,0,0,1.5,1,1,5,1,4,3,2,0,0,0,44
a9de8e327,1,3,1,1,0,0,0,2,1,1,3,1,6,2,1,0,0,0,42
79d1eda91,0,2,1,1,0,0,0,1,0,1,4,1,11,2,2,0,0,0,38
1253d4871,0,2,1,1,0,0,0,1,1,1,2,1,9,1,1,0,0,0,32
35d0cbaf3,1,5,1,1,0,0,0,1.5,0,1,5,1,13,3,2,0,0,0,36
be40dbc98,0,6,1,1,0,0,0,0,1,1,4,1,9.75,0,4,0,0,0,52
